LineID,StartPointID,EndPointID,StartPointZ,EndPointZ
23,46,47,187,187
24,48,49,250.0,250.0
25,50,51,500.0,500.0
26,52,53,750.0,750.0
27,54,55,1000.0,1000.0
28,56,57,1250.0,1250.0
29,58,59,1500.0,1500.0
30,60,61,1820.0,1820.0
31,62,63,2070.0,2070.0
32,64,65,2320.0,2320.0
33,66,67,2570.0,2570.0
34,68,69,2820.0,2820.0
35,70,71,3070.0,3070.0
36,72,73,3320.0,3320.0
37,74,75,800,800
